title,year,language,period,opening_weekend_cr,opening_weekend_note,wide_release_flag,genre,genre_primary,certification,cert_subband,has_certification,runtime_minutes,theatrical_release,festival_release,cast,director,production,star_power_flag,star_prior_mean_log,star_prior_count,lead_cast_popularity,popularity,sequel_flag,release_weekday,release_month,rating,rating_count,total_gross,india_net,overseas,budget,budget_cr,sacnilk_slug,wiki_title,tmdb_id
12th Fail,2023,Hindi,post_covid,6.7,ok,True,Drama,Drama,,,False,146.0,27 Oct 2023,False,Harish Khanna; Sukumar Tudu; Priyanshu Chatterjee; Vikrant Massey; Sanjay Bishnoi; Medha Shankar,Vidhu Vinod Chopra,Zee Studio,1,,0,1.5437,4.7452,0,Friday,10,7.913,270.0,₹70.05 Cr,₹56.38 Cr,₹3.50 Cr,,19.92,12th_Fail_2023,12th Fail,1163258.0
Farrey,2023,Hindi,post_covid,1.6,ok,True,"Drama, Thriller",Drama,UA,UA,True,130.0,24 Nov 2023,False,Ronit Roy; Sahil Mehta; Zeyn Shaw; Juhi Babbar; Prasanna Bisht; Alizeh Agnihotri,Soumendra Padhi,Salman Khan Films,1,3.0274452476855376,6,1.3076,1.5828,0,Friday,11,3.3,6.0,₹3.20 Cr,₹2.68 Cr,₹0.00 Cr,,,Farrey_2023,Farrey,1185638.0
Chatrapathi,2023,Hindi,post_covid,1.65,ok,True,"Action, Drama, Thriller",Action,UA,UA,True,124.0,12 May 2023,False,Bellamkonda Sreenivas; Freddy Daruwala; Sharad Kelkar; Bhagyashree Patwardhan; Nushrat Bharucha,V. V. Vinayak,Pen India Limited,1,2.8904911695121953,3,1.019,1.3249,0,Friday,5,5.0,2.0,₹1.95 Cr,₹2.53 Cr,₹0.00 Cr,,,Chatrapathi_2023,Chatrapathi (2023 film),1125221.0
Aankh Micholi,2023,Hindi,post_covid,1.25,ok,True,"Comedy, Family",Comedy,,,False,144.0,03 Nov 2023,False,Sharman Joshi; Paresh Rawal; Vijay Raaz; Abhimanyu Dassani; Divya Dutta; Mrunal Thakur,Umesh Shukla,Sony Pictures Films India,1,3.2101521578783077,8,1.7102,1.0464,0,Friday,11,5.1,5.0,₹2.40 Cr,₹2.00 Cr,₹0.00 Cr,,,Aankh_Micholi_2023,Aankh Micholi (2023 film),679031.0
72 Hoorain,2023,Hindi,post_covid,1.25,ok,True,Drama,Drama,,,False,80.0,07 Jul 2023,False,Rasheed Naz; Pavan Malhotra; Aamir Bashir,Sanjay Puran Singh Chauhan,Saarthie Entertainment,1,,0,0.9144,1.5698,0,Friday,7,4.5,3.0,₹1.50 Cr,₹1.61 Cr,₹0.00 Cr,,,72_Hoorain_2023,72 Hoorain,767663.0
Dono,2023,Hindi,post_covid,0.95,ok,True,"Drama, Romantic",Drama,UA,UA,True,156.0,06 Oct 2023,False,Rajveer Deol; Paloma Dhillon,Avnish S. Barjatya,Rajshri Productions,0,,0,0.5926,0.9249,0,Friday,10,4.7,3.0,₹1.10 Cr,₹0.95 Cr,₹0.00 Cr,,,Dono_2023,Dono (film),977891.0
Bholaa,2023,Hindi,post_covid,33.08,ok,True,"Action, Thriller",Action,UA,UA,True,144.0,30 Mar 2023,False,Sanjay Mishra; Vineet Kumar; Deepak Dobriyal; Makarand Deshpande; Gajraj Rao; Abhishek Bachchan; Ajay Devgn; Tabu; Amala Paul,Ajay Devgn,T-Series,1,2.919058951971314,6,2.4951,2.2437,0,Thursday,3,5.9,38.0,₹123.00 Cr,₹90.31 Cr,₹15.00 Cr,₹100.00 Cr,100.0,Bholaa_2023,Bholaa,965606.0
Ajmer 92,2023,Hindi,post_covid,1.11,ok,True,Drama,Drama,,,False,141.0,21 Jul 2023,False,Rajesh Sharma; Sayaji Shinde; Brijendra Kala; Manoj Joshi; Sumit Singh; Zarina Wahab,Pushpendra Singh,Sumit Motion Pictures,1,2.5122362278053183,2,1.3306,0.9602,0,Friday,7,0.0,0.0,₹2.15 Cr,₹1.80 Cr,₹0.00 Cr,,,Ajmer_92_2023,Ajmer 92,1132482.0
Bad Boy,2023,Hindi,post_covid,0.21,ok,True,"Drama, Romantic",Drama,,,False,,28 Apr 2023,False,Namashi Chakraborthy; Saswata Chatterjee; Rajpal Yadav; Amrin Qureshi,Rajkumar Santoshi,Inbox Pictures Pvt Ltd,1,1.4117419108279823,2,1.3299,0.6527,0,Friday,4,5.0,1.0,₹0.00 Cr,₹0.31 Cr,₹0.00 Cr,,,Bad_Boy_2023,Bad Boy (2023 film),604198.0
Zara Hatke Zara Bachke,2023,Hindi,post_covid,22.59,ok,True,"Comedy, Drama, Romantic",Comedy,UA,UA,True,132.0,02 Jun 2023,False,Vicky Kaushal; Inaamulhaq; Rakesh Bedi; Akash Khurana; Sara Ali Khan,Laxman Utekar,Maddock Films,1,3.5016909564968457,5,2.0851,1.2907,0,Friday,6,5.848,23.0,₹116.00 Cr,₹88.35 Cr,₹11.30 Cr,,,Zara_Hatke_Zara_Bachke_2023,Zara Hatke Zara Bachke,920679.0
Dream Girl 2,2023,Hindi,post_covid,40.71,ok,True,"Comedy, Drama, Romantic",Comedy,UA,UA,True,134.0,25 Aug 2023,False,Abhishek Banerjee; Paresh Rawal; Annu Kapoor; Asrani; Ayushmann Khurrana; Manjot Singh; Rajpal Yadav; Vijay Raaz; Manoj Joshi; Ananya Pandey; +1 more,Raaj Shaandilyaa,Balaji Motion Pictures,1,2.958398667115175,7,1.5251,1.6437,1,Friday,8,5.477,22.0,₹142.20 Cr,₹106.71 Cr,₹16.20 Cr,₹60.00 Cr,60.0,Dream_Girl_2_2023,Dream Girl 2,1025067.0
Sukhee,2023,Hindi,post_covid,1.21,ok,True,"Comedy, Drama",Comedy,UA,U/A 13+,True,139.0,22 Sep 2023,False,Amit Sadh; Chaitannya Choudhry; Kiran Kumar; Pavleen Gujral; Kusha Kapila; Shilpa Shetty; Dilnaz Irani,Sonal Joshi,T-Series,1,3.6622787919044195,1,1.4088,1.2705,0,Friday,9,6.125,12.0,₹2.20 Cr,₹1.84 Cr,₹0.00 Cr,,,Sukhee_2023,Sukhee,945337.0
Binny And Family,2024,Hindi,post_covid,0.99,ok,True,"Comedy, Drama, Family",Comedy,UA,UA,True,129.0,27 Sep 2024,False,,,,0,1.7234220835844873,377,0.7536,0.6893,0,Friday,9,3.0,1.0,₹3.02 Cr,₹2.70 Cr,₹0.00 Cr,,,Binny_And_Family_2024,Binny and Family,1341476.0
Bad Newz,2024,Hindi,post_covid,29.7,ok,True,"Comedy, Drama",Comedy,UA,UA,True,140.0,19 Jul 2024,False,Vicky Kaushal; Ammy Virk; Tripti Dimri,Anand Tiwari,Leo Media Collective,1,3.537210216646798,11,1.2658,1.2346,0,Friday,7,4.758,31.0,₹113.77 Cr,₹64.53 Cr,₹37.00 Cr,,79.68,Bad_Newz_2024,Bad Newz,984101.0
Teri Baaton Mein Aisa Uljha Jiya,2024,Hindi,post_covid,27.1,ok,True,"Comedy, Romantic, Sci-Fi",Comedy,,,False,143.0,09 Feb 2024,False,Shahid Kapoor; Rakesh Bedi; Dharmendra; Kriti Sanon; Dimple Kapadia,Aradhana Sah,Maddock Films,1,3.6308589437846215,4,2.0942,2.0083,0,Friday,2,5.873,59.0,₹139.00 Cr,₹85.16 Cr,₹37.75 Cr,,,Teri_Baaton_Mein_Aisa_Uljha_Jiya_2024,Teri Baaton Mein Aisa Uljha Jiya,1110390.0
Munjya,2024,Hindi,post_covid,19.25,ok,True,"Comedy, Horror",Comedy,UA,UA,True,123.0,07 Jun 2024,False,Sathyaraj; Abhay Verma; Mona Singh; Sharvari Wagh,Aditya Sarpotdar,Maddock Films,1,2.5904460656569985,11,1.4049,1.7691,0,Friday,6,6.205,44.0,₹126.04 Cr,₹102.54 Cr,₹5.00 Cr,₹30.00 Cr,30.0,Munjya_2024,Munjya (film),1187058.0
Ameena,2024,Hindi,post_covid,0.03,ok,False,Drama,Drama,,,False,107.0,12 Apr 2024,True,,,,0,2.001061051555842,307,0.8677,0.499,0,Friday,4,0.0,0.0,₹0.21 Cr,₹0.19 Cr,₹0.00 Cr,,,Ameena_2024,Ameena (film),429606.0
Main Ladega,2024,Hindi,post_covid,0.12,ok,True,"Action, Drama, Sports",Action,,,False,,26 Apr 2024,False,,,,0,1.9700031951359511,312,0.6811,0.5018,0,Friday,4,6.3,15.0,₹0.30 Cr,₹0.27 Cr,₹0.00 Cr,,,Main_Ladega_2024,Main Ladega,1277236.0
Bengal 1947,2024,Hindi,post_covid,0.04,ok,False,"Drama, Period",Drama,,,False,,29 Mar 2024,False,,,,0,2.0489791849783923,296,,0.6825,0,Friday,3,0.0,0.0,₹0.07 Cr,₹0.06 Cr,₹0.00 Cr,,,Bengal_1947_2024,Bengal 1947,1268119.0
Vanvaas,2024,Hindi,post_covid,2.95,ok,True,"Drama, Family",Drama,UA,UA,True,159.0,20 Dec 2024,False,Rajpal Yadav; Nana Patekar; Utkarsh Sharma; Ashwini Kalsekar; Simrat Kaur,Anil Sharma,Zee Studio,1,3.136374352144354,4,1.5321,0.7886,0,Friday,12,7.0,5.0,₹5.83 Cr,₹4.95 Cr,₹0.00 Cr,,,Vanvaas_2024,Vanvaas,1371030.0
Madgaon Express,2024,Hindi,post_covid,7.05,ok,True,"Comedy, Drama",Comedy,UA,UA,True,143.0,22 Mar 2024,False,Divyendu Sharma; Upendra Limaye; Avinash Tiwary; Pratik Gandhi; Nora Fatehi,Kunal Khemu,Excel Entertainment,1,3.1888289129504397,1,1.584,1.4814,0,Friday,3,6.357,42.0,₹46.90 Cr,₹36.81 Cr,₹3.50 Cr,,26.1630276,Madgaon_Express_2024,Madgaon Express,1201015.0
Zero Se Restart,2024,Hindi,post_covid,0.41,ok,True,"Documentary, Drama",Documentary,UA,UA,True,73.0,13 Dec 2024,False,,,,0,1.6192116213677297,413,1.5437,0.9069,0,Friday,12,0.0,0.0,₹0.63 Cr,₹0.56 Cr,₹0.00 Cr,,,Zero_Se_Restart_2024,Zero se Restart,1365609.0
Article 370,2024,Hindi,post_covid,22.9,ok,True,"Political, Thriller",Political,UA,UA,True,158.0,23 Feb 2024,False,Arun Govil; Kiran Karmarkar; Priyamani; Yami Gautam,Aditya Suhas Jambhale,Jio Studios,1,,0,1.7093,1.7364,0,Friday,2,7.122,49.0,₹105.15 Cr,₹78.12 Cr,₹12.50 Cr,,19.92,Article_370_2024,Article 370 (film),1233531.0
OutHouse,2024,Hindi,post_covid,0.05,ok,True,"Drama, Family",Drama,U,U,True,121.0,20 Dec 2024,False,,,,0,1.6069388677302787,418,0.8808,0.7063,0,Friday,12,6.0,1.0,₹0.14 Cr,₹0.14 Cr,₹0.00 Cr,,,OutHouse_2024,Road House (2024 film),1248457.0
The Legacy of Jineshwar,2024,Hindi,post_covid,0.11,ok,True,Drama,Drama,,,False,,19 Apr 2024,False,,,,0,1.9946600702268995,308,,,0,Friday,4,,,₹0.23 Cr,₹0.22 Cr,₹0.00 Cr,,,The_Legacy_of_Jineshwar_2024,The Legacy of Mahaveer,
I Want to Talk,2024,Hindi,post_covid,1.3,ok,True,"Drama, Family",Drama,UA,UA,True,122.0,22 Nov 2024,False,Abhishek Bachchan; Ahilya Bamroo,Shoojit Sircar,Rising Sun Films,1,3.209272997486421,4,1.4187,1.5254,0,Friday,11,6.9,7.0,₹2.51 Cr,₹2.14 Cr,₹0.00 Cr,,,I_Want_to_Talk_2024,I Want to Talk,1263031.0
Do Aur Do Pyaar,2024,Hindi,post_covid,2.35,ok,True,Drama,Drama,UA,UA,True,137.0,19 Apr 2024,False,Sendhil Ramamurthy; Pratik Gandhi; Vidya Balan; Ileana D'Cruz,Shirsha Guha Thakurta,Ellipsis Entertainment,1,2.629728226075773,1,1.6233,0.8698,0,Friday,4,5.4,5.0,₹5.94 Cr,₹4.58 Cr,₹0.50 Cr,,,Do_Aur_Do_Pyaar_2024,Do Aur Do Pyaar,951015.0
Hamare Baarah,2024,Hindi,post_covid,0.27,ok,True,Drama,Drama,,,False,148.0,21 Jun 2024,False,,,,0,1.8627249784323745,336,0.9097,0.921,0,Friday,6,0.0,0.0,₹0.49 Cr,₹0.39 Cr,₹0.00 Cr,,9.96,Hamare_Baarah_2024,Hamare Baarah,1301258.0
Chhota Bheem and the Curse of Damyaan,2024,Hindi,post_covid,2.06,ok,True,"Action, Adventure, Family, Fantasy",Action,U,U,True,145.0,31 May 2024,False,Yagya Bhasin; Makarand Deshpande; Anupam Kher,Rajiv Chilaka,Green Gold Studios,1,2.4241688876470087,10,1.3205,0.9869,0,Friday,5,0.0,0.0,₹0.40 Cr,₹2.43 Cr,₹0.00 Cr,,,Chhota_Bheem_and_the_Curse_of_Damyaan_2024,Chhota Bheem and the Curse of Damyaan (2024 film),1297049.0
Alpha Beta Gamma,2024,Hindi,post_covid,0.03,ok,False,"Comedy, Romantic",Comedy,,,False,,08 Mar 2024,False,,,,0,2.120883557528759,284,,,0,Friday,3,,,₹0.06 Cr,₹0.05 Cr,₹0.00 Cr,,,Alpha_Beta_Gamma_2024,Alpha and beta male,
Bandaa Singh Chaudhary,2024,Hindi,post_covid,0.85,ok,True,"Action, Drama",Action,,,False,166.0,25 Oct 2024,False,,,,0,1.6632304375548967,396,1.1174,0.7251,0,Friday,10,0.0,0.0,₹1.03 Cr,₹1.06 Cr,₹0.00 Cr,,,Bandaa_Singh_Chaudhary_2024,Bandaa Singh Chaudhary,1221191.0
Jigra,2024,Hindi,post_covid,16.47,ok,True,"Action, Thriller",Action,UA,UA,True,153.0,11 Oct 2024,False,Vedang Raina; Manoj Pahwa; Alia Bhatt,Vasan Bala,Eternal Sunshine Productions,1,3.8480176673185507,3,2.9013,1.5311,0,Friday,10,6.0,77.0,₹56.93 Cr,₹31.98 Cr,₹18.50 Cr,,,Jigra_2024,Jigra,1184889.0
Luv You Shankar,2024,Hindi,post_covid,0.13,ok,True,"Adventure, Animation, Drama",Adventure,U,U,True,117.0,19 Apr 2024,False,,,,0,1.9946600702268995,308,0.9898,0.8453,0,Friday,4,0.0,0.0,₹0.54 Cr,₹0.46 Cr,₹0.00 Cr,,7.802,Luv_You_Shankar_2024,Luv You Shankar,1181982.0
Pune Highway,2025,Hindi,post_covid,0.17,ok,True,"Crime, Drama, Thriller",Crime,,,False,126.0,23 May 2025,False,,,,0,1.4113429471495993,514,,,0,Friday,5,,,₹0.25 Cr,₹0.23 Cr,₹0.00 Cr,,,Pune_Highway_2025,Pune Highway,
My Melbourne,2025,Hindi,post_covid,0.05,ok,True,"Comedy, Drama",Comedy,,,False,119.0,14 Mar 2025,True,,,,0,1.4855820376909368,470,0.7135,0.4619,0,Friday,3,0.0,0.0,₹0.08 Cr,₹0.08 Cr,₹0.00 Cr,,,My_Melbourne_2025,My Melbourne,1361638.0
Saiyaara,2025,Hindi,post_covid,83.25,ok,True,"Drama, Musical, Romantic",Drama,UA,U/A 16+,True,156.0,18 Jul 2025,False,Shaad Randhawa; Rajesh Kumar; Ahaan Panday; Varun Badola; Aneet Padda; Geeta Agrawal Sharma,Mohit Suri,Yash Raj Films,1,,0,1.3698,5.5589,0,Friday,7,6.403,150.0,₹570.33 Cr,₹329.73 Cr,₹171.50 Cr,₹60.00 Cr,60.0,Saiyaara_2025,Saiyaara (film),1241634.0
Andaaz 2,2025,Hindi,post_covid,0.43,ok,True,"Drama, Romantic",Drama,,,False,146.0,08 Aug 2025,False,Aayush Kumar; Akaisha Vats; Natasha Fernandez,Suneel Darshan,Shree Krishna International,0,,0,0.4199,0.5821,1,Friday,8,1.0,1.0,₹0.59 Cr,₹0.53 Cr,₹0.00 Cr,,,Andaaz_2_2025,Andaaz 2,1507649.0
Gustaakh Ishq,2025,Hindi,post_covid,1.3,ok,True,"Drama, Romantic",Drama,UA,U/A,True,128.0,28 Nov 2025,False,Naseeruddin Shah; Sharib Hashmi; Vijay Varma; Fatima Sana Shaikh,Vibhu Puri,Stage5 Productions,1,2.6602595506039637,5,1.2504,1.8785,0,Friday,11,7.0,7.0,₹2.07 Cr,₹1.75 Cr,₹0.00 Cr,,,Gustaakh_Ishq_2025,Gustaakh Ishq,1238164.0
Nikita Roy,2025,Hindi,post_covid,0.86,ok,True,"Horror, Mystery, Thriller",Horror,,,False,112.0,18 Jul 2025,False,Arjun Rampal; Suhail Nayyar; Paresh Rawal; Sonakshi Sinha,Kussh S Sinha,Nikita Pai Films,1,2.719491554196411,10,1.8257,1.0606,0,Friday,7,4.75,4.0,₹1.44 Cr,₹1.28 Cr,₹0.00 Cr,,,Nikita_Roy_2025,Nikita Roy,1005156.0
Phule,2025,Hindi,post_covid,1.05,ok,True,"Biography, Drama",Biography,U,U,True,129.0,25 Apr 2025,False,,,,0,1.4375803318641889,494,1.2498,0.9194,0,Friday,4,7.0,3.0,₹7.75 Cr,₹6.86 Cr,₹0.00 Cr,,,Phule_2025,Phule (film),965087.0
Azaad,2025,Hindi,post_covid,4.55,ok,True,"Action, Drama, Period",Action,UA,UA,True,145.0,17 Jan 2025,False,Aaman Devgan; Ajay Devgn; Diana Penty; Rasha Thadani,Abhishek Kapoor,Zeal Z Entertainment services,1,3.6082341457380505,15,2.4951,1.8963,0,Friday,1,6.4,12.0,₹8.69 Cr,₹7.42 Cr,₹0.50 Cr,,78.02,Azaad_2025,Azaad (2025 film),1379877.0
Superboys of Malegaon,2025,Hindi,post_covid,1.7,ok,True,"Biography, Comedy, Drama",Biography,UA,U/A 13+,True,131.0,28 Feb 2025,False,Adarsh Gourav; Anuj Singh Duhan; Vineet Kumar Singh; Shashank Arora; Riddhi Kumar,Reema Kagti,Tiger Baby Films,1,4.7664383335842135,1,0.8806,4.7375,0,Friday,2,7.583,54.0,₹6.11 Cr,₹5.32 Cr,₹0.00 Cr,,,Superboys_of_Malegaon_2025,Superboys of Malegaon,1226572.0
Kesari Chapter 2,2025,Hindi,post_covid,29.5,ok,True,"Drama, Period",Drama,A,A,True,135.0,18 Apr 2025,False,Simon Paisley Day; R. Madhavan; Alexx O'Nell; Akshay Kumar; Regina Cassandra; Ananya Pandey,Karan Singh Tyagi,Leo Media Collective,1,2.973069449514013,3,2.5409,1.767,1,Friday,4,7.171,38.0,₹145.01 Cr,₹92.74 Cr,₹34.25 Cr,,,Kesari_Chapter_2_2025,Kesari Chapter 2,1137339.0
Sunny Sanskari Ki Tulsi Kumari,2025,Hindi,post_covid,20.75,ok,True,"Comedy, Romantic",Comedy,UA,U/A 13+,True,135.0,02 Oct 2025,False,Varun Dhawan; Rohit Saraf; Janhvi Kapoor; Sanya Malhotra,Shashank Khaitan,Mentor Disciple Entertainment,1,3.5727477274375743,10,1.1972,1.3361,0,Thursday,10,5.792,24.0,₹98.35 Cr,₹61.85 Cr,₹24.50 Cr,,,Sunny_Sanskari_Ki_Tulsi_Kumari_2025,Sunny Sanskari Ki Tulsi Kumari,1248454.0
120 Bahadur,2025,Hindi,post_covid,10.1,ok,True,"Action, Drama, War",Action,UA,U/A 13+,True,137.0,21 Nov 2025,False,Vivan Bhatena; Farhan Akhtar; Ankit Siwach; Raashi Khanna,Razneesh Ghai,Trigger Happy,1,2.9825731141078786,2,1.0632,1.787,0,Friday,11,6.4,17.0,₹24.00 Cr,₹18.29 Cr,₹2.00 Cr,,,120_Bahadur_2025,120 Bahadur,1351923.0
Dhurandhar,2025,Hindi,post_covid,103.0,ok,True,"Action, Spy, Thriller",Action,A,A,True,214.0,05 Dec 2025,False,Akshaye Khanna; Ranveer Singh; R. Madhavan; Sanjay Dutt; Arjun Rampal; Danish Pandor; Sara Arjun,aditya dhar,Jio Studios,1,3.8751634579629326,8,2.3701,8.1405,0,Friday,12,7.3,354.0,"₹1,307.35 Cr",₹840.20 Cr,₹299.50 Cr,₹250.00 Cr,250.0,Dhurandhar_2025,Dhurandhar,1291608.0
The Secret of Devkaali,2025,Hindi,post_covid,0.03,ok,False,Thriller,Thriller,,,False,133.0,18 Apr 2025,False,,,,0,1.4548226267357272,486,1.3306,0.6621,0,Friday,4,0.0,0.0,₹0.10 Cr,₹0.09 Cr,₹0.00 Cr,,,The_Secret_of_Devkaali_2025,The Secret of Devkaali,1458809.0
Jassi Weds Jassi,2025,Hindi,post_covid,0.17,ok,True,"Comedy, Drama, Romantic",Comedy,,,False,121.0,07 Nov 2025,False,,,,0,1.3785747758125648,533,0.9129,1.4703,0,Friday,11,0.0,0.0,₹0.46 Cr,₹0.42 Cr,₹0.00 Cr,,,Jassi_Weds_Jassi_2025,Jassi Weds Jassi,1562241.0
Maalik,2025,Hindi,post_covid,14.25,ok,True,"Action, Crime, Drama, Period",Action,A,A,True,152.0,11 Jul 2025,False,Rajkummar Rao; Prosenjit Chatterjee; Manushi Chhillar; Huma Qureshi,Pulkit,Tips Industries Limited,1,2.3898067088436816,18,1.2568,1.214,0,Friday,7,5.9,17.0,₹29.51 Cr,₹25.04 Cr,₹0.00 Cr,,,Maalik_2025,Maalik (2025 film),1312559.0
Single Salma,2025,Hindi,post_covid,0.12,ok,True,"Comedy, Drama, Romantic",Comedy,,,False,139.0,31 Oct 2025,False,Sunny Singh; Sammy Jonas Heaney; Shreyas Talpade; Huma Qureshi; Navni Parihar,Nachiket Samant,,1,3.0074778292951563,4,1.4312,2.4027,0,Friday,10,5.6,5.0,₹0.18 Cr,₹0.15 Cr,₹0.00 Cr,,,Single_Salma_2025,Single Salma,1352528.0
The Bhootnii,2025,Hindi,post_covid,2.68,ok,True,"Comedy, Horror, Romantic",Comedy,UA,UA,True,130.0,01 May 2025,False,Sanjay Dutt; Sunny Singh; Mouni Roy; Palak Tiwari,Sidhaant Sachdev,Three Dimension Motion Pictures,1,3.3229740665886722,6,1.7918,1.1667,0,Thursday,5,5.4,5.0,₹11.30 Cr,₹9.57 Cr,₹0.00 Cr,,,The_Bhootnii_2025,The Bhootnii,1054626.0
Kis Kisko Pyaar Karoon 2,2025,Hindi,post_covid,7.25,ok,True,"Comedy, Romantic",Comedy,UA,U/A 16+,True,133.0,12 Dec 2025,False,Kapil Sharma; Asrani; Manjot Singh; Parul Gulati; Tridha Choudhury; Ayesha Khan; Hira Warina,Anukalp Goswami,Venus Worldwide Entertainment,1,3.571242729849528,2,1.0086,1.7989,1,Friday,12,5.292,12.0,₹16.23 Cr,₹12.33 Cr,₹1.75 Cr,,,Kis_Kisko_Pyaar_Karoon_2_2025,Kis Kisko Pyaar Karoon,1339952.0
Well Done CA Sahab!,2025,Hindi,post_covid,0.18,ok,True,Drama,Drama,UA,U/A 13+,True,142.0,27 Jun 2025,False,Gopal Datt; Sayandeep Sengupta; Makrand Shukla; Gaurav Paswala; Samar Jajoriya; Archan Trivedi; Sam Jajoriya; Nishma Soni; Jyoti Kapoor,Sarvesh Kumar Singh,Figures and Frames LLP,1,,0,0.686,0.8138,0,Friday,6,0.0,0.0,₹0.35 Cr,₹0.29 Cr,₹0.00 Cr,,,Well_Done_CA_Sahab_2025,Well Done CA Sahab!,1506821.0
Sant Tukaram,2025,Hindi,post_covid,0.12,ok,True,"Biography, Devotional, Drama",Biography,U,U,True,,18 Jul 2025,False,Twinkle Kapoor; Shiva Suryavanshi; Mannveer Choudharry; Subodh Bhave; Arun Govil; Sheena Chohan,Aditya Om,Purushottam Studios,1,,0,0.8965,0.9773,0,Friday,7,0.0,0.0,₹0.25 Cr,₹0.22 Cr,₹0.00 Cr,,,Sant_Tukaram_2025,Sant Tukaram (2025 film),1510316.0
Sarkar,2018,Tamil,pre_covid,31.0,ok,True,Action,Action,UA,U/A,True,164.0,06 Nov 2018,True,Vijay Chandrasekhar; Keerthi Suresh,AR Murugadoss,Sun Pictures,1,,0,2.6707,1.3994,0,Tuesday,11,5.691,89.0,₹252.00 Cr,₹141.75 Cr,₹70.00 Cr,₹115.00 Cr,115.0,Sarkar_2018,Sarkar (2018 film),504231.0
Viswasam,2019,Tamil,pre_covid,47.35,ok,True,Action,Action,U,U,True,152.0,10 Jan 2019,False,Ajith Kumar; Nayanthara,Siva,,1,,0,2.3217,1.5114,0,Thursday,1,6.2,49.0,₹204.26 Cr,₹136.45 Cr,₹43.00 Cr,₹90.00 Cr,90.0,Viswasam_2019,Viswasam,503356.0
Super Deluxe,2019,Tamil,pre_covid,8.54,ok,True,Thriller,Thriller,A,A,True,176.0,29 Mar 2019,False,Vijay Sethupathi; Fahadh Faasil; Ramya Krishnan; Samantha Ruth Prabhu,Thiagarajan,,1,3.6888794541139363,1,1.9184,1.4626,0,Friday,3,7.7,141.0,₹26.84 Cr,₹17.72 Cr,₹6.00 Cr,₹25.00 Cr,25.0,Super_Deluxe_2019,Super Deluxe (film),432011.0
Vantha Rajavathaan Varuven,2019,Tamil,pre_covid,8.8,ok,True,"Action, Comedy",Action,U,U,True,156.0,01 Feb 2019,False,Silambarasan Rajendar,Sundar C.,Lyca Productions,0,,0,1.5089,1.6262,0,Friday,2,5.9,6.0,₹20.90 Cr,₹15.00 Cr,₹3.20 Cr,₹35.00 Cr,35.0,Vantha_Rajavathaan_Varuven_2019,Vantha Rajavathaan Varuven,565885.0
Kaappaan,2019,Tamil,pre_covid,32.4,ok,True,"Action, Thriller",Action,UA,UA,True,163.0,20 Sep 2019,False,,,,0,2.6801474730895536,199,3.0537,1.0353,0,Friday,9,5.5,38.0,₹94.60 Cr,₹68.65 Cr,₹14.00 Cr,₹75.00 Cr,75.0,Kaappaan_2019,Kaappaan,533885.0
Dev,2019,Tamil,pre_covid,4.2,ok,True,"Action, Drama, Romantic",Action,U,U,True,159.0,14 Feb 2019,False,,,,0,2.6969356545795278,182,2.0099,1.0102,0,Thursday,2,4.9,19.0,₹12.50 Cr,₹9.55 Cr,₹1.20 Cr,₹55.00 Cr,55.0,Dev_2019,Dev (2019 film),539315.0
Kanchana 3,2019,Tamil,pre_covid,28.95,ok,True,"Comedy, Horror",Comedy,UA,UA,True,177.0,19 Apr 2019,False,,,,0,2.686119038716542,189,1.0816,1.0247,1,Friday,4,4.229,24.0,₹130.20 Cr,₹97.65 Cr,₹15.00 Cr,₹40.00 Cr,40.0,Kanchana_3_2019,Kanchana 3,498580.0
Thadam,2019,Tamil,pre_covid,5.1,ok,True,"Action, Crime, Thriller",Action,UA,UA,True,137.0,01 Mar 2019,False,,,,0,2.698265528744735,184,0.8349,1.1101,0,Friday,3,7.1,46.0,₹26.00 Cr,₹18.60 Cr,₹4.00 Cr,₹14.00 Cr,14.0,Thadam_2019,Thadam,505971.0
Kaithi,2019,Tamil,pre_covid,13.2,ok,True,"Action, Thriller",Action,UA,UA,True,146.0,25 Oct 2019,True,Narain; Harish Uthaman; Karthik Sivakumar,Lokesh Kanagaraj,,1,,0,1.2592,2.0808,0,Friday,10,7.601,168.0,₹106.80 Cr,₹74.46 Cr,₹20.00 Cr,₹25.00 Cr,25.0,Kaithi_2019,Kaithi (2019 film),587030.0
Game Over,2019,Tamil,pre_covid,1.58,ok,True,Thriller,Thriller,,,False,97.0,14 Jun 2019,False,,,,0,2.69508192702204,191,0.3669,0.7587,0,Friday,6,7.0,2.0,₹16.00 Cr,₹11.91 Cr,₹1.30 Cr,₹20.00 Cr,20.0,Game_Over_2019,Game Over (2019 film),678356.0
Bigil,2019,Tamil,pre_covid,74.6,ok,True,"Drama, Sports",Drama,UA,U/A,True,179.0,25 Oct 2019,True,Vijay Chandrasekhar,Atlee (director),,1,3.4657359027997265,1,2.6364,1.3243,0,Friday,10,6.355,83.0,₹295.28 Cr,₹171.26 Cr,₹94.00 Cr,₹180.00 Cr,180.0,Bigil_2019,Bigil,563309.0
